day_id,city_id,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index
D0351,13,11.0,6.1,60,1021.0,0.0,71,0,11.1,10.0,1.0,9.0,1
D0352,13,12.0,11.2,140,1021.0,0.0,82,0,11.4,10.0,1.0,15.8,1
D0353,13,12.0,9.0,140,1019.0,0.0,77,0,12.5,10.0,1.0,6.1,2
D0354,13,15.0,9.0,150,1020.0,0.0,63,0,15.5,10.0,1.0,9.7,1
D0355,13,29.0,9.0,310,1017.0,0.0,29,0,27.7,10.0,7.0,11.9,1
D0356,13,20.0,9.0,270,1019.0,0.0,68,0,20.0,10.0,1.0,9.0,1
D0357,13,19.0,11.2,120,1020.0,0.2,73,75,19.0,10.0,1.0,5.8,1
D0358,13,18.0,19.1,100,1022.0,0.0,77,0,18.0,10.0,1.0,14.4,1
D0359,13,14.0,11.2,120,1022.0,0.0,94,0,13.8,10.0,1.0,15.1,1
D0360,13,15.0,20.2,100,1021.0,0.0,77,0,15.0,10.0,1.0,15.1,1
D0361,13,17.0,6.8,340,1021.0,0.05,94,100,17.0,6.0,1.0,2.3,1
D0362,13,16.0,4.0,170,1019.0,0.0,88,0,16.0,10.0,1.0,2.3,1
D0363,13,18.0,6.8,360,1017.0,0.0,77,0,18.0,10.0,1.0,6.8,2
D0364,13,20.0,3.6,10,1017.0,0.0,73,0,20.0,10.0,1.0,4.5,2
D0365,14,28.0,6.8,200,1016.0,0.0,79,25,30.2,10.0,7.0,14.0,2
D0366,14,24.6,17.6,242,1012.0,0.0,81,10,26.6,10.0,1.0,27.4,1
D0368,14,27.3,10.8,156,1013.0,0.0,67,5,29.4,10.0,1.0,19.8,1
D0369,14,27.0,6.8,190,1013.0,0.0,94,0,29.4,10.0,1.0,22.0,2
D0370,14,23.0,6.8,150,1013.0,2.8,100,25,25.3,8.0,1.0,40.0,3
D0371,14,26.0,6.8,150,1015.0,0.1,89,25,29.2,10.0,1.0,19.8,2
D0373,14,25.0,3.6,175,1014.0,0.1,100,25,26.8,10.0,1.0,20.5,2
D0374,14,26.0,13.3,184,1012.0,0.0,75,20,28.2,10.0,1.0,23.0,2
D0378,14,27.2,13.0,200,1014.0,0.0,70,7,29.6,10.0,1.0,23.0,2
D0379,14,30.0,3.6,225,1011.0,0.0,75,0,32.5,10.0,1.0,23.8,2
D0380,14,30.0,20.2,210,1010.0,0.0,79,25,34.4,10.0,1.0,32.4,3
D0381,14,33.0,3.6,142,1011.0,0.0,56,50,35.5,10.0,8.0,12.6,1
D0382,14,28.0,9.0,170,1012.0,0.0,79,25,31.1,10.0,1.0,25.9,5
D0383,14,25.0,4.0,140,1013.0,0.0,100,0,26.7,10.0,1.0,18.7,2
D0384,14,28.0,4.0,280,1013.0,0.0,79,25,30.8,10.0,1.0,23.4,2
D0385,14,26.0,6.1,150,1013.0,0.0,94,25,29.0,10.0,1.0,18.0,4
D0387,14,30.0,9.0,150,1012.0,0.1,70,0,36.3,10.0,1.0,14.6,5
D0388,14,26.0,3.6,10,1014.0,0.0,89,0,27.1,10.0,1.0,16.6,6
D0389,14,27.0,24.1,170,1014.0,0.04,74,25,28.2,10.0,1.0,17.1,2
D0390,14,28.0,6.8,180,1012.0,0.0,84,25,31.1,10.0,1.0,30.9,5
D0391,15,28.9,16.9,200,1018.0,0.0,34,25,28.2,10.0,7.0,8.6,1
D0392,15,22.5,3.6,145,1015.0,0.0,57,8,24.7,10.0,1.0,3.2,2
D0393,15,22.6,3.6,107,1014.0,0.0,55,6,24.7,10.0,1.0,2.5,3
D0394,15,19.7,3.6,27,1014.0,0.0,57,18,19.7,10.0,1.0,7.6,2
D0395,15,22.1,3.6,61,1014.0,0.0,56,11,24.6,10.0,1.0,4.3,3
D0396,15,23.9,4.7,58,1012.0,0.0,62,13,25.4,10.0,1.0,6.5,3
D0397,15,23.2,3.6,26,1012.0,0.0,67,10,25.1,10.0,1.0,2.2,2
D0398,15,23.3,3.6,129,1011.0,0.0,66,9,25.1,10.0,1.0,2.5,2
D0400,15,21.5,6.8,35,1015.0,0.3,80,78,21.5,9.0,1.0,9.7,3
D0401,15,21.2,7.2,2,1014.0,0.6,82,79,21.2,9.0,1.0,9.7,3
D0402,15,19.9,7.2,33,1012.0,0.3,77,75,19.9,9.0,1.0,14.4,3
D0403,15,19.5,5.4,5,1012.0,0.1,71,70,19.5,10.0,1.0,11.2,1
D0404,15,19.2,12.2,13,1015.0,0.1,82,74,19.2,10.0,1.0,20.2,2
D0405,15,22.0,5.4,35,1013.0,0.0,71,44,24.6,10.0,1.0,7.2,2
D0406,15,23.2,7.2,30,1012.0,0.0,73,12,25.1,10.0,1.0,9.7,3
D0407,15,26.1,8.6,186,1009.0,0.0,53,20,26.9,10.0,7.0,10.4,1
D0408,15,21.4,3.6,111,1011.0,0.0,65,8,21.4,10.0,1.0,2.9,2
D0410,15,20.3,6.5,32,1012.0,0.0,67,16,20.3,10.0,1.0,13.0,2
D0411,15,19.2,4.3,49,1010.0,0.0,62,11,19.2,10.0,1.0,9.1,2
D0412,15,19.3,5.0,44,1011.0,0.0,61,5,19.3,10.0,1.0,10.6,2
D0414,15,18.8,5.8,26,1013.0,0.09,77,77,18.8,10.0,1.0,12.1,2
D0415,15,17.2,7.9,29,1011.0,0.0,77,9,17.2,10.0,1.0,16.6,3
D0416,15,21.5,6.1,26,1011.0,0.0,70,10,21.6,10.0,1.0,11.1,3
D0417,18,28.0,15.1,20,1011.0,0.0,74,25,31.6,6.0,7.0,16.2,2
D0418,18,26.0,11.2,10,1010.0,0.6,89,75,28.9,10.0,1.0,21.6,2
D0419,18,27.0,15.1,270,1009.0,0.0,89,75,31.2,10.0,1.0,25.6,1
D0420,18,28.0,22.0,220,1013.0,0.5,89,50,33.7,10.0,1.0,47.5,1
D0421,18,28.0,15.1,110,1015.0,0.3,84,75,33.7,10.0,1.0,6.1,1
D0422,18,27.0,19.1,360,1013.0,0.0,84,0,30.7,10.0,1.0,15.5,1
D0423,18,27.0,13.0,30,1014.0,0.0,84,0,30.7,10.0,1.0,21.2,1
D0424,18,27.0,6.8,50,1014.0,0.0,84,25,30.8,10.0,1.0,17.3,1
D0426,18,25.0,24.1,20,1010.0,0.1,94,75,27.2,6.0,1.0,25.2,1
D0428,18,27.0,4.0,320,1015.0,0.8,84,25,30.2,10.0,1.0,5.4,1
D0429,18,26.0,19.1,40,1014.0,0.0,89,50,28.4,10.0,1.0,3.6,1
D0430,18,27.0,13.0,10,1014.0,0.0,89,50,29.9,10.0,1.0,20.2,1
D0431,18,27.0,16.9,70,1013.0,0.0,89,25,31.1,10.0,1.0,14.4,1
D0432,18,27.0,11.2,60,1012.0,0.0,89,75,30.9,10.0,1.0,24.5,1
D0433,18,30.0,25.9,30,1012.0,0.0,70,25,35.8,10.0,7.0,20.2,1
D0434,18,27.0,20.2,20,1013.0,0.0,84,25,30.5,10.0,1.0,22.3,1
D0435,18,26.0,13.0,360,1014.0,0.0,79,25,28.3,10.0,1.0,23.8,1
D0436,18,26.0,19.1,50,1013.0,0.0,74,75,28.1,10.0,1.0,26.6,1
D0437,18,26.0,16.9,10,1013.0,0.0,70,50,27.9,10.0,1.0,17.8,1
D0438,18,25.0,9.0,360,1011.0,0.0,83,25,26.8,10.0,1.0,17.9,1
D0439,18,27.0,13.0,40,1011.0,0.19,89,25,31.3,10.0,1.0,15.7,1
D0440,18,27.0,15.1,30,1010.0,0.07,89,75,30.6,8.0,1.0,25.2,2
D0441,18,27.0,11.2,70,1013.0,0.0,89,50,30.8,10.0,1.0,12.7,1
D0442,18,28.0,16.9,40,1014.0,0.01,84,50,32.9,10.0,1.0,11.7,1
D0443,16,30.0,11.2,320,1003.0,0.0,75,75,30.3,8.0,8.0,28.1,1
D0444,16,32.0,13.0,260,1007.0,0.0,67,25,35.9,10.0,8.0,25.9,1
D0445,16,28.0,3.6,249,1006.0,0.0,84,75,32.7,10.0,7.0,12.2,1
D0446,16,27.0,4.0,180,1006.0,0.1,94,75,30.4,10.0,6.0,6.5,1
D0447,16,28.0,15.1,240,1004.0,0.1,84,50,32.6,10.0,6.0,22.0,1
D0448,16,27.0,4.0,180,1004.0,0.0,94,75,30.7,9.0,7.0,14.8,1
D0449,16,27.0,6.1,190,1002.0,0.1,94,50,30.9,10.0,6.0,9.7,1
D0450,16,26.0,9.0,190,1005.0,0.0,100,50,28.6,9.0,7.0,18.4,1
D0451,16,26.0,6.8,210,1007.0,0.1,94,50,28.8,10.0,6.0,11.2,1
D0452,16,27.0,3.6,207,1007.0,0.2,94,50,31.0,9.0,6.0,3.2,1
D0453,16,28.0,3.6,10,1007.0,0.0,89,75,33.4,9.0,7.0,9.7,4
D0454,16,26.0,6.1,140,1006.0,0.5,100,75,29.1,9.0,1.0,14.0,2
D0455,16,26.0,9.0,190,1006.0,0.0,100,50,28.7,10.0,1.0,23.4,1
D0456,16,25.0,13.0,200,1007.0,0.0,94,50,26.9,10.0,1.0,21.6,1
D0457,16,26.0,6.1,180,1008.0,0.0,100,50,28.8,10.0,1.0,12.6,1
D0458,16,26.0,13.0,190,1009.0,0.0,89,50,28.5,9.0,1.0,3.2,1
D0459,16,25.0,9.0,190,1008.0,0.0,100,75,26.7,9.0,1.0,19.8,1
D0460,16,26.0,11.2,240,1006.0,0.0,89,75,28.5,9.0,1.0,16.6,1
D0461,16,26.0,6.1,160,1007.0,0.2,89,75,29.0,9.0,1.0,13.0,1
D0462,16,26.0,3.6,205,1007.0,0.0,100,75,28.8,9.0,1.0,14.8,2
D0463,16,26.0,3.6,150,1008.0,0.0,100,50,28.7,10.0,1.0,10.5,2
D0464,16,26.0,4.0,40,1009.0,0.0,94,50,28.8,9.0,1.0,9.5,4
D0465,16,25.0,3.6,13,1009.0,0.0,94,50,27.1,9.0,1.0,11.4,3
D0466,16,26.0,4.0,170,1008.0,0.04,100,50,29.2,9.0,1.0,14.7,4
D0468,16,27.0,3.6,228,1008.0,0.0,94,50,30.6,9.0,1.0,8.4,4
D0469,17,11.0,6.8,210,1014.0,0.0,100,0,11.4,24.0,1.0,5.4,1
D0470,17,20.0,9.0,180,1008.0,0.0,88,75,20.0,24.0,1.0,13.0,1
D0471,17,16.0,28.1,340,1010.0,0.0,77,75,16.0,24.0,5.0,25.2,1
D0472,17,20.0,9.0,340,1019.0,0.0,53,25,20.0,24.0,6.0,13.0,1
D0473,17,21.0,6.8,190,1022.0,0.0,64,0,21.0,24.0,7.0,22.0,1
D0475,17,26.0,20.2,190,1009.0,0.0,70,75,27.7,24.0,7.0,27.4,1
D0476,17,27.0,6.8,240,1011.0,0.0,70,25,29.3,24.0,7.0,2.9,2
D0477,17,29.0,9.0,170,1012.0,0.0,75,25,32.2,24.0,8.0,9.7,2
D0478,17,31.0,15.1,200,1006.0,0.0,59,75,36.5,24.0,6.0,20.9,1
D0479,17,26.0,4.0,170,1007.0,0.0,70,75,27.8,24.0,7.0,14.8,1
D0480,17,19.0,16.9,300,1015.0,0.0,73,75,19.0,24.0,4.0,20.5,1
D0481,17,22.0,3.6,10,1020.0,0.0,50,75,24.5,24.0,6.0,5.0,1
D0482,17,20.0,13.0,130,1019.0,0.0,73,75,20.0,24.0,4.0,11.5,1
D0483,17,22.0,9.0,90,1018.0,0.0,57,75,24.6,24.0,7.0,12.2,1
D0485,17,14.0,20.2,260,1018.0,0.0,72,75,12.6,24.0,4.0,20.9,1
D0486,17,16.0,6.1,260,1020.0,0.0,63,75,16.0,24.0,6.0,20.5,1
D0487,17,20.0,6.8,250,1020.0,0.0,43,25,20.0,24.0,6.0,6.8,1
D0488,17,21.0,16.9,270,1013.0,0.0,49,25,21.0,24.0,6.0,13.3,1
D0489,17,22.0,6.1,190,1011.0,0.0,53,75,24.6,24.0,5.0,13.0,1
D0490,17,20.0,11.2,340,1009.0,0.0,68,75,20.0,24.0,5.0,20.7,1
D0491,17,18.0,22.0,280,1014.0,0.0,60,75,18.0,24.0,5.0,18.9,1
D0492,17,17.0,6.8,250,1021.0,0.0,52,25,17.0,24.0,4.0,9.8,1
D0493,17,20.0,3.6,10,1026.0,0.0,46,0,20.0,24.0,6.0,6.9,1
D0494,17,21.0,6.8,120,1027.0,0.0,56,25,21.0,24.0,6.0,11.0,1
D0495,19,26.3,3.6,213,1014.0,0.0,80,39,29.0,10.0,7.0,4.0,1
D0496,19,23.0,3.6,10,1013.0,0.0,89,50,25.4,6.0,1.0,4.3,1
D0497,19,25.0,3.6,219,1013.0,0.3,89,0,27.7,10.0,1.0,8.3,1
D0498,19,20.9,4.0,347,1012.0,0.6,97,70,20.9,2.0,1.0,8.3,1
D0499,19,24.0,3.6,10,1014.0,1.3,89,25,26.6,7.0,1.0,9.0,1
D0502,19,22.0,3.6,283,1014.0,0.0,94,50,24.6,8.0,1.0,6.5,1
D0503,19,24.0,3.6,10,1015.0,0.0,94,0,26.6,10.0,1.0,5.4,1
D0504,19,25.0,6.8,320,1014.0,0.0,94,25,27.9,8.0,1.0,4.0,2
D0506,19,23.0,3.6,10,1014.0,0.0,94,25,25.5,7.0,1.0,6.8,1
D0507,19,25.0,6.1,170,1015.0,0.0,89,0,27.8,8.0,1.0,4.7,1
D0508,19,22.4,3.6,105,1012.0,0.0,92,22,24.8,10.0,1.0,1.4,1
D0510,19,25.0,3.6,10,1011.0,0.0,94,25,28.1,8.0,1.0,6.1,1
D0511,19,33.0,3.6,271,1008.0,0.0,56,50,41.2,10.0,7.0,8.6,1
D0512,19,26.0,3.6,10,1011.0,0.0,79,0,30.2,8.0,1.0,2.9,1
D0513,19,27.0,3.6,307,1010.0,0.1,84,25,32.2,8.0,1.0,7.6,1
D0514,19,23.0,3.6,10,1015.0,0.0,89,0,25.4,8.0,1.0,4.3,2
D0515,19,24.0,3.6,10,1013.0,0.0,89,25,26.8,8.0,1.0,2.1,1
D0517,19,26.0,6.8,300,1013.0,0.02,79,25,29.8,6.0,1.0,1.5,1
D0519,19,24.0,3.6,10,1011.0,0.0,78,25,26.8,8.0,1.0,6.8,1
D0520,19,24.0,4.0,350,1013.0,0.0,89,75,26.7,8.0,1.0,0.8,1
D0521,20,5.0,6.1,40,1021.0,0.0,87,0,3.6,10.0,1.0,13.7,6
D0522,20,13.0,16.9,190,1019.0,0.0,58,0,13.6,10.0,1.0,6.1,6
D0523,20,14.0,13.0,220,1019.0,0.0,63,0,14.6,10.0,1.0,6.8,5
D0524,20,16.0,3.6,236,1013.0,0.0,55,75,16.0,10.0,1.0,15.8,4
D0526,20,12.0,6.8,220,1013.0,0.3,82,75,12.5,10.0,1.0,5.0,4
D0528,20,12.0,9.0,180,1021.0,0.0,82,75,12.5,10.0,1.0,3.6,6
D0531,20,13.0,11.2,210,1018.0,0.0,82,75,13.5,10.0,1.0,5.8,6
D0532,20,15.0,9.0,220,1018.0,0.0,67,75,15.8,10.0,3.0,4.7,5
D0533,20,15.0,15.1,200,1017.0,0.1,59,75,15.7,10.0,3.0,6.5,5
D0535,20,15.0,16.9,220,1018.0,0.0,63,0,15.8,10.0,4.0,5.8,4
D0536,20,13.0,19.1,220,1022.0,0.0,62,25,13.5,10.0,4.0,5.4,5
D0537,20,13.0,3.6,203,1024.0,0.0,72,75,13.0,7.0,5.0,6.5,6
D0538,20,21.0,9.0,220,1019.0,0.0,43,0,21.0,10.0,4.0,7.6,5
D0539,20,22.0,15.1,220,1012.0,0.0,50,0,24.6,10.0,4.0,7.2,5
D0540,20,15.0,24.1,220,1015.0,0.0,77,25,14.6,10.0,4.0,11.2,4
D0541,20,11.0,3.6,199,1020.0,0.0,66,75,11.4,10.0,4.0,2.1,2
D0542,20,13.0,16.9,160,1016.0,0.01,72,100,13.5,10.0,3.0,7.3,4
D0543,20,19.0,3.6,181,1012.0,0.0,43,0,19.0,10.0,4.0,2.3,6
D0544,20,14.0,15.1,210,1015.0,0.0,72,75,14.1,10.0,4.0,9.1,4
D0545,20,16.0,19.1,200,1017.0,0.0,68,0,16.0,10.0,4.0,7.1,4
D0546,20,13.0,13.0,180,1017.0,0.0,88,75,13.3,8.0,3.0,6.1,2
D0547,21,28.0,6.8,50,1010.0,0.0,37,0,28.2,10.0,7.0,18.0,2
D0548,21,29.0,3.6,120,1013.0,0.0,43,0,28.8,10.0,7.0,1.4,5
D0550,21,21.0,6.8,340,1015.0,0.0,88,0,21.0,10.0,6.0,7.9,6
D0551,21,21.0,3.6,48,1013.0,0.0,94,0,21.0,10.0,6.0,4.0,6
D0552,21,22.0,6.8,360,1010.0,0.4,100,0,24.5,8.0,5.0,9.0,5
D0553,21,23.0,3.6,10,1012.0,0.0,100,0,25.2,2.8,6.0,6.5,6
D0555,21,24.0,3.6,41,1016.0,0.0,100,0,25.8,2.8,6.0,6.5,6
D0558,21,20.0,6.8,10,1013.0,2.4,100,100,20.0,6.0,4.0,6.1,5
D0559,21,20.0,3.6,165,1012.0,0.0,100,25,20.0,3.0,4.0,2.2,6
D0561,21,17.0,3.6,348,1015.0,0.0,77,0,17.0,10.0,5.0,8.3,3
D0562,21,15.0,3.6,31,1015.0,0.0,100,0,15.8,10.0,5.0,5.4,4
D0563,21,19.0,3.6,176,1013.0,0.0,94,0,19.0,10.0,1.0,13.3,5
D0564,21,16.0,3.6,53,1013.0,0.0,100,0,16.0,10.0,5.0,4.3,6
D0565,21,17.0,3.6,36,1012.0,0.0,94,0,17.0,7.0,5.0,7.6,6
D0566,21,21.0,6.8,90,1009.0,0.0,88,0,21.0,4.0,6.0,7.2,6
D0567,21,17.0,4.0,20,1009.0,0.0,100,0,17.0,10.0,5.0,6.8,5
D0568,21,17.0,6.8,340,1015.0,0.0,83,0,17.0,10.0,5.0,17.8,1
D0569,21,14.0,6.8,350,1018.0,0.0,88,0,14.1,10.0,5.0,10.3,2
D0570,21,13.0,3.6,38,1016.0,0.0,94,0,13.3,10.0,1.0,7.0,4
D0571,21,16.0,3.6,12,1016.0,0.0,88,0,16.0,10.0,1.0,9.0,4
D0573,22,24.0,24.1,210,1019.0,3.0,83,75,26.0,10.0,5.0,51.1,1
D0575,22,20.8,11.9,134,1017.0,0.0,71,2,20.8,10.0,1.0,22.7,1
D0576,22,24.0,6.8,130,1017.0,0.0,78,25,25.9,10.0,1.0,7.9,1
D0577,22,20.7,4.3,358,1017.0,0.0,75,1,20.7,10.0,1.0,8.3,1
D0578,22,20.7,7.6,337,1017.0,0.0,80,8,20.8,10.0,1.0,13.7,1
D0579,22,20.9,5.8,345,1015.0,0.0,80,3,20.9,10.0,1.0,10.4,1
D0580,22,21.2,6.5,350,1014.0,0.0,73,3,21.2,10.0,1.0,13.0,1
D0582,22,21.5,4.3,87,1015.0,0.0,75,1,21.4,10.0,1.0,9.0,1
D0583,22,22.0,6.8,80,1015.0,0.0,83,25,24.6,10.0,1.0,3.6,1
D0584,22,20.9,3.6,17,1017.0,0.0,77,18,20.9,10.0,1.0,3.2,1
D0585,22,21.4,3.6,1,1017.0,0.0,75,17,21.4,10.0,1.0,5.4,1
D0586,22,21.1,4.7,38,1016.0,0.0,77,3,21.1,10.0,1.0,9.0,1
D0587,22,21.3,5.4,104,1014.0,0.0,81,9,21.3,10.0,1.0,10.1,1
D0588,22,21.2,3.6,98,1017.0,0.0,72,6,21.2,10.0,1.0,5.0,1
D0589,22,28.0,3.6,197,1014.0,0.0,62,50,31.2,10.0,7.0,11.9,1
D0590,22,22.2,7.2,357,1016.0,0.0,78,2,24.6,10.0,1.0,11.2,1
D0591,22,23.0,6.5,14,1016.0,0.0,81,14,25.1,10.0,1.0,8.6,1
D0592,22,21.4,3.6,112,1015.0,0.0,81,4,21.4,10.0,1.0,6.5,1
D0593,22,21.2,3.6,52,1015.0,0.0,76,12,21.2,10.0,1.0,5.4,1
D0595,22,21.4,5.8,22,1015.0,0.0,82,31,21.4,10.0,1.0,10.8,1
D0597,22,23.6,5.8,358,1014.0,0.0,79,2,25.5,10.0,1.0,8.1,1
D0599,23,23.0,3.6,173,1002.0,0.0,69,25,24.8,10.0,6.0,9.0,1
D0600,23,16.0,6.8,40,1006.0,0.0,88,75,16.0,10.0,1.0,6.5,1
D0601,23,17.0,9.0,50,1009.0,0.0,88,75,17.0,10.0,1.0,10.4,1
D0602,23,14.0,3.6,257,1018.0,0.0,100,0,14.7,10.0,1.0,0.7,1
D0603,23,17.0,3.6,255,1019.0,0.0,88,0,17.0,10.0,1.0,7.6,1
D0604,23,17.0,6.1,250,1021.0,0.0,88,0,17.0,10.0,1.0,6.1,2
D0605,23,19.0,3.6,10,1024.0,0.0,78,0,19.0,10.0,1.0,11.5,1
D0606,23,16.0,13.0,40,1024.0,0.0,68,0,16.0,10.0,1.0,18.0,1
D0607,23,14.0,6.1,230,1023.0,0.0,94,0,14.1,10.0,1.0,12.2,1
D0608,23,15.0,6.1,250,1022.0,0.0,88,0,15.0,10.0,1.0,15.8,1
D0609,23,15.0,4.0,250,1021.0,0.0,88,0,15.3,10.0,1.0,12.2,1
D0610,23,15.0,4.0,260,1020.0,0.0,88,0,15.4,10.0,1.0,10.4,1
D0611,23,16.0,3.6,250,1020.0,0.0,88,0,16.0,10.0,1.0,6.8,2
D0612,23,16.0,4.0,230,1018.0,0.0,88,0,16.0,10.0,1.0,6.1,2
D0614,23,16.0,6.8,210,1014.0,0.0,88,0,16.0,10.0,1.0,13.7,2
D0615,23,19.0,16.9,20,1019.0,0.0,83,25,19.0,10.0,5.0,8.6,1
D0616,23,17.0,6.1,250,1020.0,0.0,94,0,17.0,10.0,1.0,6.5,1
D0617,23,17.0,6.1,250,1019.0,0.0,88,0,17.0,10.0,1.0,7.9,1
D0618,23,17.0,3.6,240,1018.0,0.0,83,0,17.0,10.0,1.0,6.1,2
D0619,23,19.0,3.6,210,1018.0,0.0,88,25,19.0,10.0,1.0,6.0,2
D0620,23,21.0,6.1,270,1012.0,0.0,73,0,21.0,10.0,1.0,17.3,1
D0621,23,16.0,4.0,230,1017.0,0.0,88,0,16.0,10.0,1.0,4.8,1
D0622,23,17.0,3.6,10,1014.0,0.0,94,0,17.0,10.0,1.0,14.4,2
D0623,23,17.0,3.6,205,1008.0,0.0,83,0,17.0,10.0,1.0,19.6,1
D0624,23,22.0,16.9,280,1008.0,0.0,73,25,24.6,10.0,1.0,14.1,2
D0627,24,14.0,15.1,200,1009.0,0.0,88,25,13.5,10.0,1.0,20.5,1
D0628,24,12.0,15.1,190,1015.0,0.0,77,0,10.7,10.0,1.0,22.7,1
D0629,24,17.0,13.0,200,1017.0,0.7,94,0,17.0,10.0,1.0,15.5,1
D0630,24,16.0,3.6,280,1023.0,0.9,88,75,16.0,10.0,1.0,7.6,2
D0631,24,16.0,9.0,320,1028.0,0.0,68,0,16.0,10.0,1.0,11.2,1
D0632,24,16.0,6.1,150,1028.0,0.0,72,0,16.0,10.0,1.0,9.7,2
D0633,24,13.0,6.1,160,1024.0,0.0,77,0,13.3,10.0,1.0,9.0,2
D0634,24,19.0,6.8,60,1024.0,0.0,64,0,19.0,10.0,1.0,9.7,2
D0635,24,19.0,11.2,80,1023.0,0.0,68,0,19.0,10.0,1.0,10.4,2
D0636,24,19.0,11.2,150,1020.0,0.0,64,25,19.0,10.0,1.0,9.0,1
D0637,24,19.0,6.8,180,1019.0,0.0,68,0,19.0,10.0,1.0,8.3,2
D0640,24,21.0,11.2,170,1013.0,0.0,64,0,21.0,10.0,1.0,13.7,2
D0641,24,19.0,11.2,320,1022.0,0.0,60,50,19.0,10.0,6.0,15.8,1
D0642,24,13.0,3.6,81,1023.0,0.0,82,0,13.6,10.0,1.0,6.1,1
D0643,24,15.0,13.0,70,1020.0,0.0,77,0,15.1,10.0,1.0,13.7,1
D0644,24,18.0,9.0,180,1016.0,0.0,73,0,18.0,10.0,1.0,10.4,1
D0645,24,17.0,3.6,136,1016.0,0.0,77,0,17.0,10.0,1.0,11.3,1
D0646,24,18.0,11.2,180,1011.0,0.0,88,0,18.0,10.0,1.0,18.1,1
D0649,24,15.0,3.6,130,1001.0,0.0,88,0,14.9,10.0,1.0,16.4,1
D0650,24,13.0,13.0,200,1009.0,0.0,94,100,12.2,10.0,1.0,16.4,1
D0651,25,42.0,15.1,240,1005.0,0.0,29,25,59.1,8.0,9.0,37.4,1
D0652,25,33.0,11.2,330,1005.0,0.2,53,50,37.4,10.0,7.0,41.8,1
D0653,25,32.5,13.0,316,1005.0,0.0,55,10,37.1,10.0,1.0,24.8,1
D0654,25,35.0,6.1,130,1007.0,0.0,50,25,43.0,9.0,1.0,29.5,2
D0656,25,31.7,3.6,90,1004.0,0.0,60,10,36.6,10.0,1.0,6.1,2
D0657,25,33.0,6.8,330,1003.0,0.0,59,50,38.6,10.0,1.0,6.5,2
D0658,25,32.6,7.6,239,1002.0,0.0,57,6,37.7,10.0,1.0,14.4,2
D0659,25,33.1,4.3,216,1002.0,0.0,55,0,38.6,10.0,1.0,8.6,3
D0660,25,31.5,16.2,137,1003.0,0.0,64,44,37.3,10.0,1.0,25.2,4
D0661,25,30.7,16.2,132,1003.0,0.0,73,9,37.2,10.0,1.0,25.2,3
D0662,25,30.2,3.6,324,1005.0,0.0,69,0,35.1,10.0,1.0,5.0,2
D0664,25,33.0,9.0,250,1005.0,0.0,59,50,38.5,8.0,1.0,5.0,2
D0665,25,32.2,5.0,123,1003.0,0.0,58,6,37.1,10.0,1.0,10.1,2
D0666,25,35.0,13.0,310,1006.0,0.0,53,0,41.6,8.0,1.0,6.8,2
D0668,25,34.0,6.8,150,1004.0,0.0,56,50,43.0,8.0,1.0,9.4,3
D0669,25,33.0,6.8,200,1005.0,0.0,59,25,37.6,10.0,1.0,7.9,3
D0670,25,32.3,17.6,168,1004.0,0.0,65,0,39.3,10.0,1.0,29.5,3
D0672,25,34.0,6.8,280,1003.0,0.0,56,50,38.3,8.0,1.0,19.5,3
D0674,25,32.6,4.7,38,1004.0,0.0,56,3,37.5,10.0,1.0,8.4,3
D0675,25,31.7,10.1,39,1005.0,0.0,69,6,38.8,10.0,1.0,14.6,2
D0676,25,32.0,6.1,140,1006.0,0.0,59,25,39.1,8.0,1.0,11.9,3
D0679,26,26.0,4.0,290,1015.0,0.1,100,50,28.4,10.0,1.0,28.4,1
D0680,26,29.0,13.0,110,1014.0,0.0,84,75,33.9,10.0,1.0,24.8,1
D0682,26,29.0,6.8,130,1013.0,0.2,84,25,33.9,10.0,1.0,24.5,1
D0683,26,28.0,3.6,100,1014.0,0.0,89,75,31.4,10.0,1.0,27.7,1
D0684,26,26.0,6.1,290,1015.0,0.0,94,75,27.9,10.0,1.0,25.9,1
D0685,26,28.0,3.6,83,1015.0,0.1,89,50,31.7,10.0,1.0,22.7,1
D0686,26,30.0,9.0,130,1013.0,0.1,79,75,35.9,10.0,1.0,22.0,1
D0687,26,29.0,3.6,70,1012.0,0.0,79,75,32.4,10.0,1.0,14.4,1
D0688,26,29.0,3.6,10,1011.0,0.0,89,37,33.1,10.0,7.0,5.0,1
D0689,26,28.0,3.6,191,1011.0,0.2,94,25,31.0,10.0,6.0,17.3,1
D0690,26,29.0,4.0,330,1012.0,0.2,79,50,33.5,10.0,6.0,17.3,1
D0691,26,28.0,4.0,300,1011.0,0.0,94,50,31.3,10.0,1.0,20.2,1
D0692,26,29.0,6.1,130,1011.0,0.0,79,25,32.9,10.0,7.0,21.6,1
D0693,26,31.0,6.1,330,1013.0,0.0,66,50,37.9,10.0,7.0,18.4,1
D0695,26,30.0,3.6,73,1012.0,0.0,79,75,35.3,10.0,7.0,8.6,1
D0696,26,29.0,3.6,82,1012.0,0.0,79,50,32.7,10.0,7.0,11.9,1
D0697,26,29.0,6.1,140,1012.0,0.01,84,25,32.8,10.0,6.0,8.7,1
D0698,26,29.0,3.6,170,1010.0,0.08,84,25,33.2,10.0,6.0,11.0,1
